Account_ID,Report_Date,Exposure_Amount,Risk_Weight,Country_Code,Currency,Counterparty_Type,Product_Type,Exposure_Class,Credit_Quality_Step,Maturity_Months,Is_Collateralized,Capital_Requirement,RWA,Exposure_to_Capital_Ratio,Injected_Rule_Anomaly,Injected_ML_Only_Anomaly,DQ_RULE_SCORE,RULE_ANOMALY_FLAG,ROW_ID,ML_SCORE,ML_ANOMALY_FLAG,FINAL_ANOMALY_FLAG
1045,31-03-2025,18534.19531,0.704173162,FR,SGD,Bank,Repo,Corporate,4,213,0,1044.102633,13051.28291,17.73433032,0,0,0,0,1045,0.080975202,0,0
5091,31-03-2025,3566.142371,0.268150966,GB,USD,Retail,Derivative,Sovereign,1,174,0,76.50116164,956.2645205,46.01405057,0,0,0,0,5091,0.097881927,0,0
1596,31-03-2025,8024.617596,0.737721213,SG,SGD,Corporate,Bond,Retail,2,257,0,473.5944499,5919.930623,16.90836797,0,0,0,0,1596,0.097541915,0,0
7869,31-03-2025,6936.469498,0.620660613,NL,HKD,Corporate,Loan,Retail,5,153,1,344.4154729,4305.193412,20.08152512,0,0,0,0,7869,0.099845091,0,0
6795,31-03-2025,18030.11592,0.250071012,DE,GBP,Sovereign,Bond,Corporate,5,282,0,360.7047465,4508.809331,49.84760664,0,0,0,0,6795,0.0569441,0,0
3481,31-03-2025,16282.064,0.534658027,FR,INR,Bank,Bond,Retail,5,27,0,696.4268971,8705.336213,23.34590775,0,0,0,0,3481,0.079918729,0,0
7297,31-03-2025,9656.513978,0.465554812,DE,GBP,Corporate,Bond,Corporate,6,319,1,359.6509237,4495.636546,26.77523706,0,0,0,0,7297,0.067495868,0,0
6577,31-03-2025,11986.13802,0.33620326,US,USD,Bank,Derivative,Retail,3,90,1,322.3822945,4029.778681,37.06491736,0,0,0,0,6577,0.136585395,0,0
3361,31-03-2025,6951.186176,0.303388089,NL,USD,Sovereign,Derivative,Retail,6,198,0,168.7125673,2108.907091,40.95858243,1,0,1,1,3361,0.070557631,0,1
3361,31-03-2025,6951.186176,0.303388089,NL,USD,Sovereign,Derivative,Retail,6,198,0,168.7125673,2108.907091,40.95858243,1,0,1,1,3361,0.070557631,0,1
3261,31-03-2025,17359.4024,0.989261148,ES,USD,Bank,Derivative,Bank,4,178,0,1373.838587,17172.98234,12.62650216,0,0,0,0,3261,0.062962085,0,0
2699,31-03-2025,41030.45974,0.273108841,FR,INR,Bank,Bond,Sovereign,7,111,0,896.4625038,11205.7813,45.71829972,0,0,0,0,2699,0.075018079,0,0
5940,31-03-2025,205150.454,0.162834671,ES,INR,Sovereign,Bond,Retail,2,67,1,2672.448541,33405.60676,76.73626439,0,0,0,0,5940,0.233156036,1,1
6145,31-03-2025,39765.07667,0.262729572,HK,GBP,Sovereign,Derivative,Bank,8,221,1,835.7969245,10447.46156,47.52058177,0,0,0,0,6145,0.124180823,0,0
6663,31-03-2025,52273.68584,0.845297658,NL,SGD,Corporate,Derivative,Sovereign,1,55,0,3534.945939,44186.82424,14.78350822,0,0,0,0,6663,0.137448895,0,0
6162,31-03-2025,52655.41631,0.667912774,FR,HKD,Retail,Repo,Corporate,6,332,0,2813.538014,35169.22518,18.7083692,0,0,0,0,6162,0.091132325,0,0
1296,31-03-2025,19952.51235,0.557005768,FR,SGD,Corporate,Loan,Bank,1,112,1,889.0931577,11113.66447,22.41620686,0,0,0,0,1296,0.096303745,0,0
2143,31-03-2025,26195.46713,0.292530583,US,INR,Retail,Bond,Bank,8,14,0,613.0380226,7662.975282,42.66098542,0,0,0,0,2143,0.166271517,0,0
497,31-03-2025,7806.826683,0.499550464,ES,USD,Bank,Derivative,Sovereign,1,8,0,311.9923115,3899.903894,24.94255097,0,0,0,0,497,0.091589071,0,0
5413,31-03-2025,10258.00047,0.191738716,IT,USD,Sovereign,Loan,Bank,6,356,0,157.3484671,1966.855839,64.78117946,0,0,0,0,5413,0.135514981,0,0
4388,31-03-2025,5257.067865,0.424726144,DE,INR,Bank,Bond,Corporate,4,174,0,178.6251329,2232.814161,29.26688365,0,0,0,0,4388,0.071464073,0,0
5813,31-03-2025,27418.24415,0.401198509,IN,USD,Bank,Loan,Sovereign,7,304,0,880.0126939,11000.15867,31.12128162,0,0,0,0,5813,0.052871079,0,0
3519,31-03-2025,79183.13948,1.5,ES,GBP,Corporate,Bond,Corporate,7,287,0,1783.962072,22299.5259,44.36124482,1,0,2,1,3519,0.117969299,0,1
5193,31-03-2025,38408.0402,0.627641059,NL,USD,Sovereign,Repo,Corporate,8,118,1,1928.517042,24106.46302,19.90552007,0,0,0,0,5193,0.132977727,0,0
1818,31-03-2025,10730.51339,0.958614224,US,SGD,Retail,Loan,Retail,5,147,1,822.9138211,10286.42276,13.02382982,0,0,0,0,1818,0.118944312,0,0
2665,31-03-2025,35003.60349,0.835376452,SG,HKD,Retail,Derivative,Bank,1,106,0,2339.294888,29241.1861,14.95692003,0,0,0,0,2665,0.1230505,0,0
3232,31-03-2025,2905.010044,0.322430563,GB,USD,Bank,Loan,Corporate,8,83,0,74.93312194,936.6640242,38.25748198,0,0,0,0,3232,0.114574926,0,0
4504,31-03-2025,33289.5533,0.656073239,FR,GBP,Bank,Loan,Bank,5,279,0,1747.230804,21840.38505,19.04185261,0,0,0,0,4504,0.060738578,0,0
454,31-03-2025,,0.328619034,US,USD,Sovereign,Loan,Retail,7,211,1,958.5883382,11982.35423,37.99832719,1,0,1,1,454,0.107129737,0,1
1169,31-03-2025,39924.85502,0.737630428,US,USD,Corporate,Derivative,Sovereign,8,261,0,2355.983031,29449.78789,16.93896583,0,0,0,0,1169,0.082151148,0,0
2303,31-03-2025,15003.34909,0.921921058,HK,HKD,Sovereign,Derivative,Retail,6,90,1,1106.552277,13831.90346,13.54640264,0,0,0,0,2303,0.095385618,0,0
1576,31-03-2025,21255.23544,0.462478257,DE,GBP,Sovereign,Loan,Bank,1,323,0,786.4067389,9830.084236,26.99397197,0,0,0,0,1576,0.080929861,0,0
3419,31-03-2025,6047.345249,0.181809011,GB,HKD,Corporate,Bond,Sovereign,6,32,0,87.95694886,1099.461861,67.98058303,0,0,0,0,3419,0.125743054,0,0
3768,31-03-2025,81105.6522,0.132627086,DE,INR,Corporate,Derivative,Corporate,4,197,0,860.5445033,10756.80629,94.13982899,0,0,0,0,3768,0.13208912,0,0
2808,31-03-2025,9575.317215,0.294333041,US,SGD,Corporate,Derivative,Bank,5,327,0,225.4665786,2818.332233,42.28137005,0,0,0,0,2808,0.081153529,0,0
6177,31-03-2025,18825.6423,0.486730726,FR,USD,Retail,Derivative,Bank,2,139,1,733.041484,9163.01855,25.64656455,0,0,0,0,6177,0.067841191,0,0
4804,31-03-2025,10851.83055,0.410545782,IN,USD,Retail,Derivative,Sovereign,6,356,0,356.4138612,4455.173265,30.36208645,0,0,0,0,4804,0.075383391,0,0
6365,31-03-2025,88455.53961,0.315123073,IT,GBP,Sovereign,Derivative,Retail,7,339,0,2229.950518,27874.38148,39.64926111,0,0,0,0,6365,0.142516156,0,0
218,31-03-2025,17381.84228,0.439254975,NL,SGD,Bank,Repo,Bank,3,303,0,610.8048551,7635.060688,28.41076225,0,0,1,1,218,0.101206051,0,1
218,31-03-2025,17381.84228,0.439254975,NL,SGD,Bank,Repo,Bank,3,303,0,610.8048551,7635.060688,28.41076225,0,0,1,1,218,0.101206051,0,1
94,31-03-2025,38331.13548,0.05,HK,INR,Corporate,Derivative,Sovereign,1,300,1,153.3245419,1916.556774,248.3800373,0,1,0,0,94,0.247795997,1,1
6776,31-03-2025,50114.52063,0.53938898,FR,GBP,Sovereign,Bond,Retail,5,189,1,2162.497615,27031.22019,23.16365883,0,0,0,0,6776,0.100556294,0,0
6636,31-03-2025,14859.40709,0.44598586,GB,USD,Bank,Derivative,Sovereign,8,306,1,530.1668358,6627.085448,27.97502798,0,0,0,0,6636,0.101045585,0,0
102,31-03-2025,14463.08293,0.292606402,HK,USD,Retail,Repo,Corporate,2,16,1,338.5592526,4231.990657,42.5936941,0,0,0,0,102,0.148978522,0,0
3476,31-03-2025,6096.168477,0.772049442,ES,EUR,Sovereign,Derivative,Sovereign,4,280,1,376.5234774,4706.543468,16.14778641,0,0,0,0,3476,0.092209147,0,0
677,31-03-2025,7254.840314,0.900761801,GB,HKD,Sovereign,Repo,Sovereign,6,128,0,522.7906423,6534.883029,13.85064896,0,0,0,0,677,0.081037719,0,0
2493,31-03-2025,13451.9207,0.157775937,US,USD,Corporate,Loan,Sovereign,1,208,1,169.7911518,2122.389398,78.76239813,0,0,0,0,2493,0.158967377,0,0
6116,31-03-2025,7855.543382,0.996617889,HK,USD,Sovereign,Derivative,Sovereign,1,212,1,626.3180048,7828.97506,12.52242614,0,0,0,0,6116,0.10463236,0,0
4429,31-03-2025,24403.56829,0.79418227,US,EUR,Sovereign,Loan,Retail,8,147,0,1550.470501,19380.88126,15.72931505,0,0,0,0,4429,0.137628472,0,0
5506,31-03-2025,51112.31651,0.94527769,SG,XXX,Sovereign,Derivative,Bank,6,107,1,3865.226597,48315.33246,13.22020715,1,0,1,1,5506,0.201970308,0,1
1871,31-03-2025,7290.266137,0.963850943,IN,EUR,Retail,Repo,Sovereign,2,348,0,562.1383914,7026.729893,12.94578073,0,0,0,0,1871,0.153637564,0,0
5097,31-03-2025,-53591.93261,0.438215412,DE,GBP,Bank,Repo,Corporate,3,230,0,1878.784867,23484.81083,28.50960956,1,0,2,1,5097,0.078622272,0,1
5097,31-03-2025,-53591.93261,0.438215412,DE,GBP,Bank,Repo,Corporate,3,230,0,1878.784867,23484.81083,28.50960956,1,0,2,1,5097,0.078622272,0,1
3525,31-03-2025,12310.62472,0.524113019,FR,HKD,Sovereign,Bond,Retail,1,315,0,516.1726945,6452.158681,23.80370203,0,0,0,0,3525,0.11466505,0,0
6476,31-03-2025,40780.81406,0.402268884,SG,EUR,Retail,Bond,Bank,4,205,1,1312.388206,16404.85257,31.05008396,0,0,0,0,6476,0.129704292,0,0
2692,31-03-2025,17256.07486,0.256183228,HK,GBP,Corporate,Loan,Corporate,2,185,0,353.6573564,4420.716955,48.65562366,0,0,0,0,2692,0.096828672,0,0
5532,31-03-2025,10413.18711,0.716526954,SG,USD,Retail,Repo,Bank,2,146,0,596.9063397,7461.329246,17.41608413,0,0,0,0,5532,0.072936982,0,0
1678,31-03-2025,100842.5887,0.299434087,NL,GBP,Sovereign,Bond,Corporate,7,4,0,2415.65668,30195.70851,41.72814015,0,0,0,0,1678,0.164692268,0,0
6555,31-03-2025,16638.88902,0.80435871,GB,HKD,Retail,Loan,Sovereign,7,270,1,1070.690825,13383.63531,15.5258295,0,0,0,0,6555,0.100204709,0,0
1390,31-03-2025,10369.06496,1.5,SG,XXX,Corporate,Derivative,Bank,4,237,1,598.0645324,7475.806655,17.30876125,1,0,4,1,1390,0.214417532,1,1
